Contour for 60 points, Difference Contour for 60 points, x, y, velocity
0.000	0.000	0.000	0.000	0.000	0.000	0.000	17.900	54.900	94.500	152.000	186.800	201.200	224.400	239.600	252.500	261.900	267.400	270.500	272.000	273.700	275.600	277.000	277.100	275.300	272.900	269.800	265.700	261.300	255.900	250.100	245.100	239.500	234.700	229.800	222.900	213.900	198.800	175.600	147.200	120.700	89.900	53.700	21.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-7.300	0.800	-24.300	-19.200	-17.000	-24.500	-15.000	-10.200	-5.000	-0.900	1.900	2.900	2.900	2.600	3.300	4.600	6.700	9.500	13.800	21.500	29.000	36.200	35.400	42.500	36.600	26.000	17.700	10.500	7.300	4.500	-1.900	-9.600	-20.500	-28.200	-23.600	-8.800	-3.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	127.609	62.289	0.084
